Date, Zonal COMED price, System load forecast, Zonal COMED load foecast,temperature
2013/1/10 1:00,21.085777,77978,10011,42.220398
2013/1/10 2:00,19.784191,76950,9682,42.4004
2013/1/10 3:00,19.570357,77095,9504,41.3204
2013/1/10 4:00,19.619722,78989,9486,40.1504
2013/1/10 5:00,21.288652,84361,9719,38.8904
2013/1/10 6:00,27.207366,93245,10408,37.720398
2013/1/10 7:00,30.848052,98625,11519,36.5504
2013/1/10 8:00,30.167044,98415,12030,35.560402
2013/1/10 9:00,29.52501,97159,12113,37.810402
2013/1/10 10:00,28.650803,96068,12158,40.420403
2013/1/10 11:00,27.219182,94625,12215,42.4004
2013/1/10 12:00,26.645178,93068,12153,44.290398
2013/1/10 13:00,26.285561,91997,12086,45.9104
2013/1/10 14:00,25.72873,91008,12075,48.610397
2013/1/10 15:00,25.833676,90786,12005,48.8804
2013/1/10 16:00,26.00981,93478,12046,47.8904
2013/1/10 17:00,32.4771,100551,12665,45.1004
2013/1/10 18:00,33.068506,102604,13229,41.8604
2013/1/10 19:00,30.812571,101789,13119,39.3404
2013/1/10 20:00,30.220427,100449,12871,37.720398
2013/1/10 21:00,27.840324,97088,12576,36.4604
2013/1/10 22:00,25.789495,91462,12057,35.7404
2013/1/10 23:00,23.481024,85324,11222,34.5704
2013/1/11 0:00,21.385393,80420,10165,33.4904
2013/1/11 1:00,20.182975,77665,9546,33.2204
2013/1/11 2:00,18.608951,76372,9211,33.6704
2013/1/11 3:00,18.529129,76191,9005,33.0404
2013/1/11 4:00,18.936755,77843,8962,32.5904
2013/1/11 5:00,20.658366,82578,9178,31.8704
2013/1/11 6:00,25.256678,90840,9819,31.3304
2013/1/11 7:00,29.295739,96182,10914,31.3304
2013/1/11 8:00,28.722274,96437,11496,32.3204
2013/1/11 9:00,28.675122,95445,11608,36.7304
2013/1/11 10:00,29.023841,94398,11714,40.6904
2013/1/11 11:00,28.07938,92946,11794,43.1204
2013/1/11 12:00,27.17077,91314,11767,45.1904
2013/1/11 13:00,26.634119,90123,11742,46.9004
2013/1/11 14:00,25.859769,89008,11735,46.6304
2013/1/11 15:00,25.453738,88529,11666,46.1804
2013/1/11 16:00,26.141905,90605,11648,45.8204
2013/1/11 17:00,31.065887,96596,12311,45.0104
2013/1/11 18:00,30.316015,97187,12785,45.0104
2013/1/11 19:00,28.135178,95313,12570,45.0104
2013/1/11 20:00,27.243733,93413,12272,44.9204
2013/1/11 21:00,24.819665,90522,11918,44.6504
2013/1/11 22:00,23.937759,85869,11492,44.3804
2013/1/11 23:00,21.04046,80247,10775,44.0204
2013/1/12 0:00,18.906266,74039,9859,44.2004
2013/1/12 1:00,16.214237,70910,9213,43.6604
2013/1/12 2:00,15.056671,69062,8849,42.220398
2013/1/12 3:00,15.32469,68245,8610,41.3204
2013/1/12 4:00,14.875748,68475,8496,40.3304
2013/1/12 5:00,16.148257,70186,8566,40.060402
2013/1/12 6:00,17.320518,73222,8822,39.7004
2013/1/12 7:00,21.094812,76641,9243,38.8904
2013/1/12 8:00,23.051483,79532,9595,38.7104
2013/1/12 9:00,25.665772,81334,9915,42.1304
2013/1/12 10:00,25.923108,81707,10209,45.3704
2013/1/12 11:00,25.635263,81020,10385,47.8004
2013/1/12 12:00,25.029238,79829,10418,49.5104
2013/1/12 13:00,23.729251,78441,10351,51.0404
2013/1/12 14:00,23.696833,77276,10267,51.490402
2013/1/12 15:00,23.740674,77240,10259,51.9404
2013/1/12 16:00,24.633989,79439,10378,51.7604
2013/1/12 17:00,32.841921,85561,11099,50.860397
2013/1/12 18:00,31.89763,87006,11677,49.7804
2013/1/12 19:00,30.265774,85853,11542,46.990402
2013/1/12 20:00,28.675596,84172,11342,45.7304
2013/1/12 21:00,25.299631,81507,11149,44.470398
2013/1/12 22:00,23.650848,77739,10854,43.4804
2013/1/12 23:00,22.568737,73266,10327,42.8504
2013/1/13 0:00,20.314151,70060,10154,41.7704
2013/1/13 1:00,17.889287,67150,9682,41.7704
2013/1/13 2:00,16.25591,65555,9406,42.1304
2013/1/13 3:00,16.129029,64745,9243,42.5804
2013/1/13 4:00,16.356723,64846,9194,42.9404
2013/1/13 5:00,17.654266,66067,9236,42.9404
2013/1/13 6:00,19.04505,68176,9368,43.1204
2013/1/13 7:00,21.074733,70996,9596,43.1204
2013/1/13 8:00,22.701205,73880,9716,43.3904
2013/1/13 9:00,23.436939,76040,10011,43.9304
2013/1/13 10:00,23.897567,76942,10284,45.1004
2013/1/13 11:00,24.0453,77264,10478,46.6304
2013/1/13 12:00,24.037786,77356,10557,48.7004
2013/1/13 13:00,23.926661,77100,10571,49.8704
2013/1/13 14:00,23.564696,76715,10567,46.990402
2013/1/13 15:00,23.958044,77303,10624,47.8904
2013/1/13 16:00,25.599214,80294,10757,48.0704
2013/1/13 17:00,30.857133,87143,11512,47.7104
2013/1/13 18:00,31.350998,89044,12362,47.6204
2013/1/13 19:00,30.469183,88622,12522,47.8904
2013/1/13 20:00,28.997121,87236,12498,48.2504
2013/1/13 21:00,26.672294,84062,12348,48.7904
2013/1/13 22:00,24.195361,79577,12025,49.7804
2013/1/13 23:00,23.038492,74687,11454,50.860397
2013/1/14 0:00,22.139231,71609,10751,51.9404
2013/1/14 1:00,21.232326,69484,10410,53.3804
2013/1/14 2:00,20.839919,68536,10204,50.5904
2013/1/14 3:00,20.555873,68700,10166,51.7604
2013/1/14 4:00,20.983661,70416,10274,53.2904
2013/1/14 5:00,23.034565,75442,10605,55.4504
2013/1/14 6:00,27.144016,84237,11387,56.9804
2013/1/14 7:00,30.370352,90748,12569,57.7004
2013/1/14 8:00,31.222222,92380,13124,58.1504
2013/1/14 9:00,31.29803,93261,13151,58.6004
2013/1/14 10:00,31.584201,93947,13146,58.1504
2013/1/14 11:00,30.794387,93870,13160,56.8904
2013/1/14 12:00,29.722335,93410,13052,56.8004
2013/1/14 13:00,29.530447,93031,12947,55.7204
2013/1/14 14:00,29.020621,92480,12889,54.2804
2013/1/14 15:00,29.107519,92563,12812,53.3804
2013/1/14 16:00,30.854242,95233,12800,52.8404
2013/1/14 17:00,38.973697,101923,13421,51.9404
2013/1/14 18:00,43.106784,103887,14228,51.1304
2013/1/14 19:00,37.033681,103022,14159,50.5004
2013/1/14 20:00,34.771368,101098,13997,49.5104
2013/1/14 21:00,32.28762,97337,13769,48.0704
2013/1/14 22:00,28.98235,91566,13194,46.0904
2013/1/14 23:00,27.088843,85407,12299,43.4804
2013/1/15 0:00,25.528898,82173,11637,41.2304
2013/1/15 1:00,24.747885,79823,11131,40.240402
2013/1/15 2:00,24.046915,78841,10822,39.5204
2013/1/15 3:00,23.818689,78973,10678,38.7104
2013/1/15 4:00,24.525357,80946,10688,38.4404
2013/1/15 5:00,26.721336,86297,10961,37.9904
2013/1/15 6:00,32.731973,95502,11683,37.9904
2013/1/15 7:00,36.175964,101507,12814,37.9904
2013/1/15 8:00,36.264281,101880,13300,38.1704
2013/1/15 9:00,35.921967,101350,13280,38.4404
2013/1/15 10:00,35.56602,100860,13219,38.5304
2013/1/15 11:00,34.930098,99875,13204,38.8904
2013/1/15 12:00,33.063909,98736,13091,39.3404
2013/1/15 13:00,31.831222,97854,12949,39.4304
2013/1/15 14:00,30.43478,96915,12870,38.9804
2013/1/15 15:00,30.524264,96859,12743,39.3404
2013/1/15 16:00,31.637467,99719,12716,39.4304
2013/1/15 17:00,39.345702,106657,13213,39.3404
2013/1/15 18:00,40.322088,108809,13968,39.3404
2013/1/15 19:00,37.084133,108124,14028,39.3404
2013/1/15 20:00,35.373453,106449,13832,39.2504
2013/1/15 21:00,33.735879,102750,13550,38.6204
2013/1/15 22:00,29.908656,96719,12993,37.1804
2013/1/15 23:00,26.810162,90358,12127,37.2704
2013/1/16 0:00,23.81334,84758,11430,36.4604
2013/1/16 1:00,23.079995,82374,10900,35.9204
2013/1/16 2:00,22.530094,81320,10595,34.2104
2013/1/16 3:00,22.460268,81359,10447,34.0304
2013/1/16 4:00,22.527121,83205,10459,33.9404
2013/1/16 5:00,24.193422,88453,10710,33.7604
2013/1/16 6:00,30.66856,97379,11385,33.6704
2013/1/16 7:00,33.556119,102761,12414,33.8504
2013/1/16 8:00,31.971954,102655,12888,34.0304
2013/1/16 9:00,32.35203,101364,12876,34.3904
2013/1/16 10:00,31.937609,100289,12838,35.0204
2013/1/16 11:00,30.612612,98797,12800,35.6504
2013/1/16 12:00,28.610314,97286,12688,36.3704
2013/1/16 13:00,27.799875,96079,12509,37.0904
2013/1/16 14:00,27.005036,94925,12436,37.810402
2013/1/16 15:00,26.819977,94435,12299,38.1704
2013/1/16 16:00,28.430975,96558,12321,38.2604
2013/1/16 17:00,32.888781,102549,12820,38.1704
2013/1/16 18:00,35.173463,105373,13498,38.1704
2013/1/16 19:00,32.471141,104773,13436,38.0804
2013/1/16 20:00,32.044711,103370,13295,38.0804
2013/1/16 21:00,29.454871,99939,13039,38.0804
2013/1/16 22:00,27.299654,94366,12513,38.2604
2013/1/16 23:00,24.161974,88342,11674,38.4404
2013/1/17 0:00,23.860167,83136,11138,38.6204
2013/1/17 1:00,23.018562,80685,10576,38.6204
2013/1/17 2:00,22.649624,79628,10261,38.8004
2013/1/17 3:00,22.558526,79722,10100,38.6204
2013/1/17 4:00,22.776874,81539,10098,38.1704
2013/1/17 5:00,25.006482,86826,10342,37.3604
2013/1/17 6:00,28.467073,95867,11002,37.1804
2013/1/17 7:00,33.143225,101611,12104,37.0004
2013/1/17 8:00,32.046547,101929,12672,36.8204
2013/1/17 9:00,30.716523,101416,12761,37.2704
2013/1/17 10:00,30.257465,100995,12819,38.4404
2013/1/17 11:00,29.711068,100156,12874,39.7904
2013/1/17 12:00,28.426528,99049,12798,41.5904
2013/1/17 13:00,28.154023,98185,12706,42.9404
2013/1/17 14:00,27.675513,97310,12677,43.9304
2013/1/17 15:00,27.73582,97101,12585,43.6604
2013/1/17 16:00,29.166184,99439,12600,43.0304
2013/1/17 17:00,34.049465,105496,13111,41.9504
2013/1/17 18:00,39.330767,108272,13750,40.240402
2013/1/17 19:00,34.311986,107565,13701,39.1604
2013/1/17 20:00,34.105137,106137,13530,38.2604
2013/1/17 21:00,31.016824,102704,13250,36.9104
2013/1/17 22:00,29.747107,97069,12764,35.560402
2013/1/17 23:00,27.69446,91159,11958,34.8404
2013/1/18 0:00,25.723415,88769,11550,34.6604
2013/1/18 1:00,24.342837,86515,10989,34.3904
2013/1/18 2:00,23.815276,85651,10689,34.7504
2013/1/18 3:00,24.034322,85817,10520,34.4804
2013/1/18 4:00,24.580858,87729,10507,34.3004
2013/1/18 5:00,26.785789,92930,10754,33.9404
2013/1/18 6:00,33.02935,101616,11391,32.7704
2013/1/18 7:00,36.486996,107387,12379,31.6904
2013/1/18 8:00,34.205255,107814,12825,31.1504
2013/1/18 9:00,31.606455,107158,12817,31.4204
2013/1/18 10:00,30.565432,106305,12765,31.8704
2013/1/18 11:00,29.023817,104971,12741,32.6804
2013/1/18 12:00,27.594537,103428,12610,33.7604
2013/1/18 13:00,27.34985,101984,12444,34.3004
2013/1/18 14:00,27.148179,100605,12349,33.4004
2013/1/18 15:00,27.152511,100054,12198,33.5804
2013/1/18 16:00,27.670287,101877,12135,33.1304
2013/1/18 17:00,29.049096,107602,12679,32.0504
2013/1/18 18:00,34.322721,109986,13280,30.3404
2013/1/18 19:00,30.716767,108704,13151,28.5404
2013/1/18 20:00,30.648574,107106,12889,27.8204
2013/1/18 21:00,29.234417,104181,12629,27.5504
2013/1/18 22:00,28.172367,99609,12222,27.7304
2013/1/18 23:00,26.34803,94493,11541,28.2704
2013/1/19 0:00,26.060482,88434,10651,28.8104
2013/1/19 1:00,25.035943,85928,10037,29.1704
2013/1/19 2:00,24.707817,84758,9671,29.260399
2013/1/19 3:00,24.596874,84432,9448,29.6204
2013/1/19 4:00,24.43117,85130,9337,29.9804
2013/1/19 5:00,24.831497,87246,9398,30.520401
2013/1/19 6:00,25.538909,90776,9667,31.0604
2013/1/19 7:00,27.425178,94089,10111,31.5104
2013/1/19 8:00,29.363131,95858,10415,32.3204
2013/1/19 9:00,29.650984,95711,10625,34.8404
2013/1/19 10:00,29.170622,94349,10802,37.9004
2013/1/19 11:00,27.385962,92134,10879,40.6004
2013/1/19 12:00,25.394965,89628,10807,42.9404
2013/1/19 13:00,24.179596,87175,10659,44.6504
2013/1/19 14:00,23.966069,85144,10500,47.4404
2013/1/19 15:00,23.88023,84580,10430,47.7104
2013/1/19 16:00,24.397443,86500,10476,46.5404
2013/1/19 17:00,28.439532,92531,10985,43.6604
2013/1/19 18:00,31.98377,95023,11643,41.6804
2013/1/19 19:00,29.689017,94351,11656,40.6904
2013/1/19 20:00,28.199047,93476,11553,40.240402
2013/1/19 21:00,27.015982,91126,11437,39.9704
2013/1/19 22:00,26.298697,87443,11150,39.8804
2013/1/19 23:00,25.047412,83011,10656,39.7904
2013/1/20 0:00,22.602763,80008,10336,39.6104
2013/1/20 1:00,21.170082,77629,9940,39.4304
2013/1/20 2:00,19.748664,76513,9659,40.3304
2013/1/20 3:00,19.912707,76193,9511,40.1504
2013/1/20 4:00,19.580549,76745,9470,39.8804
2013/1/20 5:00,20.529928,78468,9541,39.5204
2013/1/20 6:00,21.752873,81225,9716,39.2504
2013/1/20 7:00,24.520552,84602,10021,39.1604
2013/1/20 8:00,25.264003,87481,10176,39.6104
2013/1/20 9:00,26.333306,89363,10446,42.670403
2013/1/20 10:00,26.699795,89909,10704,46.0904
2013/1/20 11:00,26.746685,89718,10919,49.240402
2013/1/20 12:00,26.345531,89333,11004,51.1304
2013/1/20 13:00,25.935855,88668,11028,51.490402
2013/1/20 14:00,25.787699,87932,11030,53.740402
2013/1/20 15:00,25.957448,88282,11047,52.4804
2013/1/20 16:00,27.037505,90947,11185,49.7804
2013/1/20 17:00,34.558441,97799,11885,45.6404
2013/1/20 18:00,37.356973,101494,12759,41.9504
2013/1/20 19:00,34.990088,101452,12900,38.8904
2013/1/20 20:00,35.103392,100964,12862,36.3704
2013/1/20 21:00,33.066572,98217,12733,34.3004
2013/1/20 22:00,29.308475,94096,12377,32.5904
2013/1/20 23:00,28.349548,89608,11774,31.4204
2013/1/21 0:00,26.817924,85585,11008,30.520401
2013/1/21 1:00,26.027812,84177,10688,29.7104
2013/1/21 2:00,25.471871,84003,10529,29.0804
2013/1/21 3:00,25.158028,85039,10515,27.7304
2013/1/21 4:00,25.291434,87626,10627,27.5504
2013/1/21 5:00,26.13167,93696,10961,27.5504
2013/1/21 6:00,29.413167,103401,11766,28.4504
2013/1/21 7:00,32.832976,109681,13053,27.9104
2013/1/21 8:00,35.496261,109820,13683,27.8204
2013/1/21 9:00,36.420221,108546,13762,30.7004
2013/1/21 10:00,36.241347,107450,13791,32.4104
2013/1/21 11:00,35.178057,106104,13871,34.0304
2013/1/21 12:00,33.530276,104672,13798,35.470398
2013/1/21 13:00,31.989733,103583,13718,36.5504
2013/1/21 14:00,31.105204,102489,13690,33.6704
2013/1/21 15:00,30.953468,102330,13604,33.9404
2013/1/21 16:00,32.940739,104611,13637,33.7604
2013/1/21 17:00,39.557729,111431,14187,33.2204
2013/1/21 18:00,45.217816,114974,15082,31.8704
2013/1/21 19:00,38.928464,114667,15133,30.4304
2013/1/21 20:00,38.416429,113206,15006,29.8904
2013/1/21 21:00,35.88569,109502,14768,30.2504
2013/1/21 22:00,31.982479,103524,14177,30.3404
2013/1/21 23:00,29.422263,97458,13272,28.9004
2013/1/22 0:00,26.69401,95013,12490,26.8304
2013/1/22 1:00,25.52057,93448,12051,25.3004
2013/1/22 2:00,25.322521,93086,11758,24.1304
2013/1/22 3:00,24.924341,93807,11653,22.9604
2013/1/22 4:00,25.418199,96388,11673,22.2404
2013/1/22 5:00,26.745805,102385,11917,21.2504
2013/1/22 6:00,36.622032,112034,12674,20.350399
2013/1/22 7:00,53.810541,117930,13946,19.5404
2013/1/22 8:00,43.662382,117733,14460,19.0004
2013/1/22 9:00,44.824946,116723,14447,19.360401
2013/1/22 10:00,42.836981,115932,14355,20.1704
2013/1/22 11:00,38.702516,114786,14271,21.1604
